Date,BTC-USD,ETH-USD,SOL-USD,BNB-USD
2020-04-17,0.005523033130488628,0.09173699753874687,-0.3742890333527257,-0.02078139858813093
2020-04-24,0.12636263867602746,0.1385884953280706,0.04594377440037909,0.07830296340164522
2020-05-01,0.14253739259883472,0.0412655756028539,0.0669872075832341,0.028504974444846787
2020-05-08,-0.022305261651836585,-0.08822924929607283,-0.235347338205782,-0.07221087946307343
2020-05-15,0.09985462732654304,0.12000872861868506,0.1322856440914697,0.08599785941314816
2020-05-22,-0.09638795611034774,-0.05562383483539169,-0.11015200470636032,-0.056484569429718565
2020-05-29,0.07569704593355166,0.16120001511957865,0.03747993342046243,0.06140640206356023
2020-06-05,0.027519413324321475,0.03191273221006187,0.07850987385189581,0.011309440661571947
2020-06-12,-0.02665715427935398,-0.04379869755888613,-0.04902878406871701,-0.059882028185647515
2020-06-19,0.00956135271897074,0.04065260888389519,0.13681066305213324,3.7166107533872855e-05
2020-06-26,-0.05240693719167311,-0.07582279630071674,0.1707620126461146,-0.06340738899398249
2020-07-03,0.012428925483858573,0.05485168639330232,-0.14362843883093898,0.0843559649287042
2020-07-10,-0.0009800742445413135,0.004740199067925044,0.38523284735643504,0.07536219373805048
2020-07-17,0.014144946316020512,0.019806737554993358,-0.09958015972547736,-0.020532429860328574
2020-07-24,0.15190394938616728,0.25649351306012586,0.5309584197342352,0.12993744091491008
2020-07-31,0.026501220989494725,0.20800744633077092,0.10754267066313322,0.09943320947944123
2020-08-07,0.018096446325416023,-0.02464599101681944,0.42479080676470765,-0.047121788793369715
2020-08-14,0.04963962335687369,0.10777178896446424,0.23925723709121896,0.08172720616914043
2020-08-21,-0.05353753296260848,-0.09830797061813874,-0.01885003302412598,-0.07150431712449956
2020-08-28,0.05180519530014294,0.21698005714102522,0.28901638947087765,0.1448276806547303
2020-09-04,-0.16679247408309128,-0.3457572937197438,-0.3628235105183653,-0.06800235246073248
2020-09-11,0.06361277444542397,0.07758869838118629,0.04430339115013563,0.15957299516974668
2020-09-18,-0.024232376701360848,-0.05735341319872505,-0.11656642062882,-0.12106229837277033
2020-09-25,0.028639587664764796,0.04332657114204458,0.09371093515665535,0.1796240526917741
2020-10-02,-0.02240140763163741,-0.054087551973338234,-0.2256691931165034,-0.03990989521566256
2020-10-09,0.07461305830561704,0.11195762392394847,-0.03618630883227709,0.10252562126076786
2020-10-16,0.0420274876254302,-0.032132363385131535,-0.091560622709284,-0.06398738195605409
2020-10-23,0.13613839517530787,0.09023996772144136,-0.21412636307670838,0.09388677314302844
2020-10-30,0.02145252960086227,-0.04142806478093129,-0.11089141476750626,-0.16385337913580025
2020-11-06,0.09175696407254746,0.14855590211156974,0.2986283699762174,0.04855750402278968
2020-11-13,0.14321744689419966,0.06600059486503032,-0.05399812183569821,0.01189065455896927
2020-11-20,0.0796036078327225,0.22886893931695304,0.048533392324697444,0.16957748590444702
2020-11-27,-0.016062760514049507,-0.02782802700659395,-0.11326870577161145,-0.11575301542980931
